budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$18,000,000.00","Crime, Drama, Mystery, Thriller",11468,tt0235737,en,Salton Sea,12.11,"Castle Rock Entertainment, Darkwoods Productions, Humble Journey Films",United States of America,2002-01-01,"$676,698.00",103,English,Released,Salton Sea,7.0,109,yes,no,yes,no
"$18,000,000.00","Fantasy, Comedy, Romance",28117,tt0101701,en,Delirious,1.34,Metro-Goldwyn-Mayer (MGM),United States of America,1991-08-09,"$5,546,827.00",96,English,Released,Delirious,5.5,27,yes,no,no,no
"$9,000,000.00","Crime, Drama, Romance, Thriller",48482,tt0088256,en,Thief of Hearts,0.94,Paramount Pictures,United States of America,1984-10-19,"$10,364,904.00",100,English,Released,Thief of Hearts,5.5,16,yes,no,no,no
"$139,000,000.00","Fantasy, Action",557,tt0145487,en,Spider-Man,29.41,"Columbia Pictures, Marvel Enterprises",United States of America,2002-05-01,"$821,708,551.00",121,English,Released,Spider-Man,6.8,5398,yes,no,yes,no
"$7,500,000.00",Drama,32221,tt0102753,en,Rambling Rose,3.4,"Seven Arts Pictures, Carolco Pictures",United States of America,1991-09-10,"$6,266,621.00",112,English,Released,Rambling Rose,6.4,21,no,no,yes,no
"$14,000,000.00","Action, Adventure, Drama, Family",12227,tt0103247,en,White Fang,12.32,"Walt Disney Pictures, Silver Screen Partners IV, Hybrid Productions Inc.",United States of America,1991-01-18,"$34,793,160.00",107,English,Released,White Fang,6.5,139,yes,no,yes,no
"$50,000,000.00","Thriller, Drama",2251,tt0250797,en,Unfaithful,8.97,"Regency Enterprises, Fox 2000 Pictures, Epsilon Motion Pictures, Unfaithful Filmproduktion GmbH & Co. KG",United States of America,2002-05-10,"$119,137,784.00",124,"English, French",Released,Unfaithful,6.3,282,yes,yes,yes,no
"$860,000.00","Romance, Drama, Comedy",11240,tt0091578,en,My Beautiful Laundrette,2.79,"Channel Four Films, Working Title Films, SAF Productions",United Kingdom,1985-09-07,"$2,451,545.00",97,English,Released,My Beautiful Laundrette,6.6,51,yes,no,yes,no
"$27,000,000.00","Drama, Comedy, Romance",245,tt0276751,en,About a Boy,10.96,Universal Pictures,"United Kingdom, United States of America",2002-04-26,"$129,000,000.00",101,English,Released,About a Boy,6.6,627,yes,no,no,yes
"$120,000,000.00","Adventure, Action, Science Fiction",1894,tt0121765,en,Star Wars: Episode II - Attack of the Clones,14.07,Lucasfilm,United States of America,2002-05-15,"$649,398,328.00",142,English,Released,Star Wars: Episode II - Attack of the Clones,6.4,4074,yes,no,no,no
"$1,500,000.00",Drama,4012,tt0247199,en,The Believer,8.13,"Fuller Films, Seven Arts Pictures",United States of America,2001-01-19,"$416,925.00",98,"English, Hebrew, Hungarian",Released,The Believer,6.8,152,no,yes,yes,no
"$38,000,000.00","Drama, Thriller",1957,tt0278435,en,Enough,6.68,Winkler Films,United States of America,2002-05-24,"$51,801,187.00",114,English,Released,Enough,6.2,268,yes,no,no,no
"$46,000,000.00","Crime, Mystery, Thriller",320,tt0278504,en,Insomnia,11.42,"Section Eight, Alcon Entertainment, Witt/Thomas Productions",United States of America,2002-05-24,"$113,714,830.00",118,English,Released,Insomnia,6.8,1181,yes,no,yes,no
"$68,000,000.00","Thriller, Action, Drama",4614,tt0164184,en,The Sum of All Fears,9.27,"Paramount Pictures, Mace Neufeld Productions, MFP Munich Film Partners GmbH & Company I. Produktions KG, S.O.A.F. Productions, Mel's Cite du Cinema",United States of America,2002-05-31,"$193,000,000.00",124,"Arabic, English, Russian, Ukrainian, German",Released,The Sum of All Fears,5.9,447,yes,yes,yes,no
"$10,000,000.00","Action, Thriller",13153,tt0105219,en,Rapid Fire,3.07,Twentieth Century Fox Film Corporation,"Thailand, United States of America",1992-07-24,"$14,356,479.00",95,English,Released,Rapid Fire,6.2,41,yes,no,no,yes
"$70,000,000.00","Action, Adventure, Comedy, Thriller",3132,tt0280486,en,Bad Company,9.54,"Jerry Bruckheimer Films, Touchstone Pictures, Stillking Films",United States of America,2002-06-07,"$65,977,295.00",116,English,Released,Bad Company,5.4,232,yes,no,yes,no
"$60,000,000.00","Action, Drama, Mystery, Thriller",2501,tt0258463,en,The Bourne Identity,21.04,"Universal Pictures, Kennedy/Marshall Company, The, Hypnotic, Kalima Productions GmbH & Co. KG, Stillking Films","United States of America, Germany, Czech Republic",2002-06-14,"$214,034,224.00",119,"English, French, German, Dutch, Italian",Released,The Bourne Identity,7.3,3640,yes,yes,yes,yes
"$115,000,000.00","Drama, Action, History, War",12100,tt0245562,en,Windtalkers,7.46,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,2002-06-14,"$77,628,265.00",134,"English, Japanese, Navajo",Released,Windtalkers,5.8,345,yes,yes,yes,no
"$5,860,000.00","Action, Drama, Western",27945,tt0061770,en,Hombre,8.02,"Twentieth Century Fox Film Corporation, Hombre Productions",United States of America,1967-03-21,"$12,000,000.00",111,English,Released,Hombre,7.2,55,yes,no,yes,no
"$18,000,000.00","Science Fiction, Thriller",30194,tt0091472,en,The Manhattan Project,4.3,Gladden Entertainment,United States of America,1986-06-13,"$3,900,000.00",118,English,Released,The Manhattan Project,6.1,26,yes,no,no,no
"$1,600,000.00",Western,13909,tt0041866,en,She Wore a Yellow Ribbon,7.72,RKO Radio Pictures,United States of America,1949-10-22,"$5,400,000.00",103,English,Released,She Wore a Yellow Ribbon,7.1,61,no,no,no,no
"$102,000,000.00","Action, Thriller, Science Fiction, Mystery",180,tt0181689,en,Minority Report,20.67,"DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates",United States of America,2002-06-20,"$358,372,926.00",145,"English, Swedish",Released,Minority Report,7.1,2663,yes,yes,yes,no
"$50,000,000.00","Comedy, Romance",2022,tt0280590,en,Mr. Deeds,6.67,"New Line Cinema, Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions",United States of America,2002-06-28,"$171,269,535.00",96,English,Released,Mr. Deeds,5.6,660,yes,no,yes,no
"$60,000,000.00","Adventure, Action, Fantasy",6278,tt0253556,en,Reign of Fire,13.07,"The Zanuck Company, Spyglass Entertainment, World 2000 Entertainment, Touchstone Pictures, Tripod Entertainment","Ireland, United Kingdom, United States of America",2002-07-12,"$43,061,982.00",101,English,Released,Reign of Fire,6.0,684,yes,no,yes,yes
"$80,000,000.00","Thriller, Crime, Drama",4147,tt0257044,en,Road to Perdition,13.43,"DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation",United States of America,2002-07-12,"$181,001,478.00",117,English,Released,Road to Perdition,7.3,1102,yes,no,yes,no
"$100,000.00","Mystery, Horror, Drama",1842,tt0068837,en,The Legend of Boggy Creek,1.52,P & L,United States of America,1972-08-01,"$22,000,000.00",90,English,Released,The Legend of Boggy Creek,5.6,19,yes,no,no,no
"$13,000,000.00","Horror, Thriller",11442,tt0220506,en,Halloween: Resurrection,8.5,Dimension Films,United States of America,2002-07-01,"$37,664,855.00",94,English,Released,Halloween: Resurrection,4.5,230,yes,no,no,no
"$100,000,000.00","Drama, History, Thriller",8665,tt0267626,en,K-19: The Widowmaker,7.72,"Paramount Pictures, Intermedia Films, National Geographic Society, New Regency Pictures, Palomar Pictures (II), First Light Production","Canada, Germany, United Kingdom, United States of America",2002-07-19,"$35,168,966.00",138,English,Released,K-19: The Widowmaker,6.1,273,yes,no,yes,yes
"$63,000,000.00","Comedy, Crime, Science Fiction",818,tt0295178,en,Austin Powers in Goldmember,8.79,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International",United States of America,2002-07-26,"$296,655,431.00",94,"English, Japanese, German, French",Released,Austin Powers in Goldmember,5.9,997,yes,yes,yes,no
"$9,000,000.00",Comedy,8764,tt0088286,en,Top Secret!,5.97,Paramount Pictures,"United Kingdom, United States of America",1984-06-08,"$20,458,340.00",90,"English, Yiddish, German",Released,Top Secret!,7.0,241,no,yes,no,yes
"$72,000,000.00","Drama, Thriller, Science Fiction, Mystery",2675,tt0286106,en,Signs,11.21,"Kennedy/Marshall Company, The, Touchstone Pictures, Blinding Edge Pictures",United States of America,2002-08-02,"$408,247,917.00",106,"English, Portuguese",Released,Signs,6.4,1624,yes,yes,yes,no
"$38,000,000.00","Action, Adventure, Family",9488,tt0287717,en,Spy Kids 2: The Island of Lost Dreams,7.16,Dimension Films,United States of America,2002-08-07,"$119,723,358.00",100,English,Released,Spy Kids 2: The Island of Lost Dreams,5.3,533,yes,no,no,no
"$8,000,000.00","Drama, Comedy, Romance",9962,tt0279113,en,The Good Girl,4.39,"Fox Searchlight Pictures, Hungry Eye Lowland Pictures B.V., Flan de Coco Films","Netherlands, Germany, United States of America",2002-01-12,"$16,856,124.00",93,English,Released,The Good Girl,6.1,183,yes,no,yes,yes
"$50,000,000.00","Crime, Drama, Mystery, Thriller",9573,tt0309377,en,Blood Work,5.85,"Malpaso Productions, Warner Bros.",United States of America,2002-08-04,"$26,199,517.00",110,"English, Spanish",Released,Blood Work,6.1,210,yes,yes,yes,no
"$70,000,000.00","Action, Adventure, Thriller",7451,tt0295701,en,xXx,12.72,"Columbia Pictures, Original Film, Revolution Studios",United States of America,2002-08-09,"$277,448,382.00",124,"Czech, English, German, Spanish, Russian",Released,xXx,5.8,1454,yes,yes,yes,no
"$100,000,000.00","Action, Comedy, Science Fiction",11692,tt0180052,en,The Adventures of Pluto Nash,8.9,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Mel's Cite du Cinema","Australia, United States of America",2002-08-15,"$7,103,973.00",95,English,Released,The Adventures of Pluto Nash,4.4,143,yes,no,yes,yes
"$25,000,000.00",Adventure,9266,tt0300532,en,Blue Crush,6.46,"Imagine Entertainment, Mikona Productions GmbH & Co. KG, Universal Pictures, Shutt/Jones Productions","Germany, United States of America",2002-08-08,"$51,842,679.00",104,English,Released,Blue Crush,5.6,164,no,no,yes,yes
"$25,000,000.00","Drama, Mystery, Romance",30072,tt0256276,en,Possession,4.44,"Warner Bros. Pictures, Focus Features, Baltimore Spring Creek Productions","United Kingdom, United States of America",2002-10-02,"$10,113,733.00",102,English,Released,Possession,6.5,54,yes,no,yes,yes
"$12,000,000.00","Horror, Thriller",9357,tt0265459,en,One Hour Photo,10.75,"Fox Searchlight Pictures, Catch 23 Entertainment",United States of America,2002-08-21,"$52,223,306.00",96,English,Released,One Hour Photo,6.6,444,yes,no,yes,no
"$29,000,000.00","Comedy, Romance",12771,tt0261289,en,Serving Sara,10.17,Paramount Pictures,"Germany, United States of America",2002-08-20,"$16,930,185.00",100,"Spanish, English",Released,Serving Sara,5.0,86,yes,yes,no,yes
"$20,000,000.00","Action, Adventure, Drama, Thriller",15070,tt0281322,en,Undisputed,13.35,"Miramax Films, Amen Ra Films",United States of America,2002-08-23,"$12,398,628.00",96,English,Released,Undisputed,6.1,141,yes,no,yes,no
"$15,000,000.00","Adventure, Fantasy, Family",10323,tt0082186,en,Clash of the Titans,7.5,"Metro-Goldwyn-Mayer (MGM), Peerford Ltd.",United States of America,1981-03-15,"$41,092,328.00",118,English,Released,Clash of the Titans,6.8,208,yes,no,yes,no
"$14,000,000.00",Comedy,9941,tt0090966,en,Down and Out in Beverly Hills,9.97,"Touchstone Pictures, Silver Screen Partners II",United States of America,1986-01-31,"$62,134,225.00",103,"English, Spanish",Released,Down and Out in Beverly Hills,5.9,67,no,yes,yes,no
"$17,000,000.00","Drama, Horror",10725,tt0083336,en,Wolfen,2.52,"Orion Pictures Corporation, King-Hitzig Productions",United States of America,1981-07-24,"$10,626,725.00",115,English,Released,Wolfen,6.0,57,yes,no,yes,no
"$40,000,000.00","Horror, Thriller",9544,tt0295254,en,FearDotCom,5.16,"Milagro Films, Franchise Pictures, DoRo Fiction Film, Signature Pictures, ApolloMedia Distribution, Carousel Picture Company, The, Luxembourg Film Fund, Filmyard Underwaterdeco","Germany, Luxembourg, United Kingdom, United States of America",2002-08-09,"$18,902,015.00",101,"English, Russian",Released,FearDotCom,3.2,106,yes,yes,yes,yes
"$40,000,000.00","Crime, Drama, Mystery",13536,tt0269095,en,City By The Sea,3.9,"Warner Bros. Pictures, Epsilon Motion Pictures, Franchise Pictures, Brad Grey Pictures, Sea Breeze Productions Inc.",United States of America,2002-09-06,"$22,433,915.00",108,English,Released,City By The Sea,5.7,92,yes,no,yes,no
"$12,000,000.00","Comedy, Drama",10611,tt0303714,en,Barbershop,6.5,Metro-Goldwyn-Mayer (MGM),United States of America,2002-04-01,"$75,781,642.00",102,English,Released,Barbershop,6.2,139,yes,no,no,no
"$21,000,000.00","Action, Crime, Thriller",4108,tt0293662,en,The Transporter,13.22,"TF1 Films Productions, Current Entertainment, Canal+, EuropaCorp","United States of America, France",2002-10-02,"$43,928,932.00",92,"English, French, Chinese",Released,The Transporter,6.6,1724,yes,yes,yes,yes
"$9,000,000.00","Comedy, Drama",9685,tt0280760,en,Igby Goes Down,5.54,United Artists,United States of America,2002-09-13,"$4,777,465.00",97,English,Released,Igby Goes Down,6.5,95,yes,no,no,no
"$24,000,000.00","Action, Adventure, Comedy, Family",14361,tt0103924,en,Captain Ron,5.43,"Touchwood Pacific Partners 1, Touchstone Pictures",United States of America,1992-09-18,"$22,518,097.00",100,English,Released,Captain Ron,5.6,90,yes,no,yes,no
"$35,000,000.00","War, Adventure, Drama, Romance",9093,tt0240510,en,The Four Feathers,6.89,"Paramount Pictures, Miramax Films, Marty Katz Productions, Jaffilms Inc., Dune Films, Belhaven Limited","United Kingdom, United States of America",2002-09-08,"$29,882,645.00",132,English,Released,The Four Feathers,6.5,164,yes,no,yes,yes
"$30,000,000.00","Action, Crime, Drama, Thriller",9039,tt0280380,en,Trapped,5.78,"Senator Film Produktion, Propaganda Films, Colombia Pictures","Germany, United States of America",2002-09-20,"$6,916,869.00",106,English,Released,Trapped,5.8,140,yes,no,yes,yes
"$4,000,000.00","Comedy, Drama, Romance",11013,tt0274812,en,Secretary,10.94,"Slough Pond, double A Films",United States of America,2002-01-11,"$9,304,609.00",104,English,Released,Secretary,6.8,378,yes,no,yes,no
"$30,000,000.00","Comedy, Romance",11529,tt0256415,en,Sweet Home Alabama,8.59,Touchstone Pictures,United States of America,2002-09-26,"$180,622,424.00",108,English,Released,Sweet Home Alabama,6.1,408,yes,no,no,no
"$21,000,000.00","Romance, Drama",31005,tt0179098,en,Moonlight Mile,14.07,"Punch Productions, Touchstone Pictures, Hyde Park Entertainment, Reveal Entertainment, Gran Via",United States of America,2002-09-09,"$10,011,050.00",117,"English, Hebrew",Released,Moonlight Mile,6.4,54,yes,yes,yes,no
"$78,000,000.00","Crime, Thriller, Horror",9533,tt0289765,en,Red Dragon,2.97,"Universal Pictures, Metro-Goldwyn-Mayer (MGM)","Germany, United States of America",2002-09-29,"$209,196,298.00",124,English,Released,Red Dragon,6.7,1142,yes,no,yes,yes
"$2,500,000.00","Documentary, Drama, Music",24348,tt0095895,en,Powaqqatsi,2.73,"IRE Productions, Santa Fe Institute for Regional Education, Canon Productions",United States of America,1988-04-29,"$589,244.00",99,"English, Spanish",Released,Powaqqatsi,7.4,37,yes,yes,yes,no
"$33,000,000.00","Drama, Romance",37606,tt0098575,en,Valmont,8.41,"Renn Productions, Timothy Burrill Productions","France, United States of America",1989-11-17,"$1,132,112.00",137,English,Released,Valmont,6.7,50,yes,no,yes,yes
"$130,000.00","Drama, Romance",53049,tt0103977,en,Claire of the Moon,0.59,Demi-Monde Productions,United States of America,1992-09-18,"$799,674.00",105,English,Released,Claire of the Moon,5.2,6,yes,no,no,no
"$15,000,000.00","Crime, Thriller",7501,tt0211465,en,Knockaround Guys,6.56,Lawrence Bender Productions,United States of America,2001-09-07,"$12,000,000.00",92,"Czech, English",Released,Knockaround Guys,5.9,99,yes,yes,no,no
"$15,000,000.00","Drama, Family, Fantasy, Romance, Science Fiction",13768,tt0283084,en,Tuck Everlasting,5.95,Walt Disney Pictures,United States of America,2002-10-11,"$19,158,074.00",90,"English, French",Released,Tuck Everlasting,6.4,133,yes,yes,no,no
"$4,000,000.00",Documentary,1430,tt0310793,en,Bowling for Columbine,11.39,"Alliance Atlantis Communications, TiMe Film- und TV-Produktions GmbH, Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG, Dog Eat Dog Films, Iconolatry Productions Inc., Salter Street Films International, United Broadcasting Inc.",United States of America,2002-10-09,"$35,564,473.00",120,English,Released,Bowling for Columbine,7.3,467,no,no,yes,no
"$25,000,000.00","Comedy, Drama, Romance",8051,tt0272338,en,Punch-Drunk Love,6.75,"Columbia Pictures, New Line Cinema, Ghoulardi Film Company",United States of America,2002-10-25,"$17,000,000.00",95,English,Released,Punch-Drunk Love,6.9,542,yes,no,yes,no
"$48,000,000.00","Horror, Mystery",565,tt0298130,en,The Ring,13.74,"DreamWorks SKG, BenderSpink, Parkes+MacDonald Image Nation","Japan, United States of America",2002-10-18,"$249,348,933.00",115,English,Released,The Ring,6.5,1720,yes,no,yes,yes
"$7,000,000.00","Drama, Crime",14112,tt0298744,en,Auto Focus,7.94,"Sony Pictures Classics, Propaganda Films, Good Machine",United States of America,2002-10-18,"$2,062,066.00",104,English,Released,Auto Focus,6.1,56,yes,no,yes,no
"$3,500,000.00","Drama, Music",11009,tt0076666,en,Saturday Night Fever,13.66,"Paramount Pictures, Robert Stigwood Organization (RSO)",United States of America,1977-12-16,"$237,113,184.00",118,"English, Italian",Released,Saturday Night Fever,6.5,383,yes,yes,yes,no
"$20,000,000.00","Action, Adventure, Drama, Thriller",47942,tt0081747,en,When Time Ran Out...,2.28,"Warner Bros., International Cinema",United States of America,1980-03-28,"$3,763,988.00",121,English,Released,When Time Ran Out...,7.0,22,yes,no,yes,no
